

Comienza el proceso de eliminación



Número 		 |		Tiempo que le tomó
    1832		 | 		130217
    7252		 | 		130299
    2249		 | 		130362
    1065		 | 		130445
    1714		 | 		130507
    9329		 | 		130590
    6853		 | 		130653
    679		 | 		130737
    5878		 | 		130826
    2889		 | 		130889
    5851		 | 		130952
    4941		 | 		131017
    413		 | 		131100
    1475		 | 		131181
    7602		 | 		131272
    2652		 | 		131338
    9909		 | 		131405
    9806		 | 		131488
    423		 | 		131552
    4210		 | 		131616
    4657		 | 		131682
    8041		 | 		131763
    2421		 | 		131833
    5891		 | 		131915
    8562		 | 		131979
    8669		 | 		132061
    1310		 | 		132126
    633		 | 		132208
    3352		 | 		132271
    311		 | 		132336
    3122		 | 		132421
    5183		 | 		132502
    3914		 | 		132588
    5370		 | 		132668
    2599		 | 		132732
    1979		 | 		132816
    1051		 | 		132878
    9452		 | 		132960
    2657		 | 		133040
    3280		 | 		133104
    8692		 | 		133169
    4859		 | 		133251
    8220		 | 		133315
    9104		 | 		133379
    6334		 | 		133445
    2174		 | 		133510
    1755		 | 		133592
    6242		 | 		133673
    8331		 | 		133735
    8530		 | 		133816
    6804		 | 		133896
    9339		 | 		133959
    6570		 | 		134024
    9224		 | 		134088
    1582		 | 		134170
    1483		 | 		134250
    4244		 | 		134313
    2891		 | 		134395
    8468		 | 		134477
    7595		 | 		134540
    9553		 | 		134622
    1589		 | 		134687
    9129		 | 		134770
    3466		 | 		134852
    3310		 | 		134914
    1727		 | 		134979
    5444		 | 		135044
    712		 | 		135109
    7530		 | 		135173
    8100		 | 		135255
    3992		 | 		135337
    6222		 | 		135400
    2958		 | 		135465
    2211		 | 		135546
    1677		 | 		135610
    5643		 | 		135678
    736		 | 		135742
    9784		 | 		135824
    1885		 | 		135887
    5419		 | 		135951
    8313		 | 		136016
    5040		 | 		136082
    4757		 | 		136147
    4882		 | 		136231
    4263		 | 		136294
    6338		 | 		136376
    2717		 | 		136440
    4858		 | 		136522
    5580		 | 		136602
    1184		 | 		136665
    8804		 | 		136747
    1484		 | 		136827
    9124		 | 		136890
    7932		 | 		136974
    1301		 | 		137055
    2433		 | 		137118
    6010		 | 		137200
    3096		 | 		137263
    9497		 | 		137345
    3540		 | 		137408
    7547		 | 		137489
    3488		 | 		137569
    6113		 | 		137632
    6857		 | 		137698
    2050		 | 		137779
    7789		 | 		137844
    2499		 | 		137909
    9138		 | 		137973
    7572		 | 		138091
    735		 | 		138184
    4556		 | 		138265
    5884		 | 		138329
    5774		 | 		138413
    9312		 | 		138493
    7118		 | 		138557
    6388		 | 		138623
    2002		 | 		138688
    9834		 | 		138770
    1245		 | 		138855
    7581		 | 		138935
    7369		 | 		139018
    48		 | 		139082
    5417		 | 		139147
    6492		 | 		139211
    4331		 | 		139276
    6717		 | 		139341
    5276		 | 		139425
    6693		 | 		139505
    9813		 | 		139588
    1124		 | 		139670
    6584		 | 		139752
    3711		 | 		139815
    4611		 | 		139897
    2696		 | 		139960
    567		 | 		140026
    3013		 | 		140091
    484		 | 		140157
    3066		 | 		140239
    2150		 | 		140320
    4408		 | 		140386
    152		 | 		140453
    6705		 | 		140535
    6643		 | 		140600
    5926		 | 		140665
    6016		 | 		140730
    3760		 | 		140794
    2313		 | 		140861
    8017		 | 		140926
    9945		 | 		140991
    9910		 | 		141056
    1950		 | 		141121
    7313		 | 		141206
    6309		 | 		191528
    3718		 | 		191826
    156		 | 		191910
    6992		 | 		191999
    6786		 | 		192094
    1784		 | 		192177
    3684		 | 		192244
    2950		 | 		192329
    2907		 | 		192395
    267		 | 		192460
    6661		 | 		192526
    3870		 | 		192610
    2962		 | 		192697
    7227		 | 		192769
    6882		 | 		192837
    9797		 | 		192903
    6644		 | 		192987
    9031		 | 		193048
    4204		 | 		193110
    6796		 | 		193176
    5735		 | 		193242
    847		 | 		193308
    2721		 | 		193374
    8102		 | 		193439
    958		 | 		193507
    1385		 | 		193606
    2471		 | 		193752
    903		 | 		193890
    7646		 | 		193964
    4420		 | 		194032
    4567		 | 		194099
    3955		 | 		194166
    4489		 | 		194232
    1075		 | 		194297
    946		 | 		194362
    1274		 | 		194446
    2858		 | 		194535
    4629		 | 		194604
    4224		 | 		194674
    2116		 | 		194741
    4895		 | 		194831
    884		 | 		194916
    5985		 | 		194992
    4208		 | 		195060
    4462		 | 		195131
    9218		 | 		195218
    4004		 | 		195305
    1106		 | 		195379
    8248		 | 		195468
    4560		 | 		195537
    7901		 | 		195624
    334		 | 		195703
    1758		 | 		195774
    6973		 | 		195844
    8436		 | 		195932
    9067		 | 		196024
    8357		 | 		196113
    906		 | 		196187
    9969		 | 		196279
    6003		 | 		196347
    1677		 | 		196436
    888		 | 		196506
    6309		 | 		196594
    6165		 | 		196688
    1962		 | 		196762
    7254		 | 		196829
    3790		 | 		196922
    1171		 | 		197010
    8234		 | 		197086
    8013		 | 		197154
    9638		 | 		197226
    9480		 | 		197295
    5248		 | 		197384
    1975		 | 		197452
    3687		 | 		197543
    6062		 | 		197642
    1192		 | 		197731
    4042		 | 		197824
    7167		 | 		197921
    5792		 | 		198200
    4953		 | 		198324
    1419		 | 		198400
    6125		 | 		198498
    6710		 | 		198578
    8391		 | 		198654
    912		 | 		198746
    5777		 | 		198817
    3099		 | 		198889
    1817		 | 		198980
    2097		 | 		199079
    5453		 | 		199151
    9845		 | 		199225
    9336		 | 		199301
    8113		 | 		199374
    2361		 | 		199468
    1297		 | 		199562
    5366		 | 		199636
    6151		 | 		199728
    8819		 | 		199802
    9951		 | 		199905
    515		 | 		199982
    4809		 | 		200054
    9430		 | 		200122
    2115		 | 		200210
    6783		 | 		200279
    9468		 | 		200346
    8176		 | 		200433
    7974		 | 		200505
    3510		 | 		200579
    1694		 | 		200667
    117		 | 		200740
    4814		 | 		200830
    3112		 | 		200922
    6242		 | 		201017
    1524		 | 		201086
    7854		 | 		201173
    7153		 | 		201249
    3652		 | 		201340
    7304		 | 		201433
    5322		 | 		201525
    2100		 | 		201595
    9109		 | 		201689
    1518		 | 		201757
    1436		 | 		201828
    7221		 | 		201897
    3879		 | 		201969
    9084		 | 		202042
    8939		 | 		202115
    29		 | 		202211
