Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    34974		 | 		54154
    71170		 | 		54225
    31618		 | 		54293
    59510		 | 		54432
    23464		 | 		54495
    6197		 | 		54563
    94698		 | 		54628
    38157		 | 		54696
    13449		 | 		54765
    58904		 | 		54833
    31527		 | 		54898
    26449		 | 		54963
    97187		 | 		55029
    97011		 | 		55096
    80488		 | 		55162
    70845		 | 		55233
    33342		 | 		55300
    81570		 | 		55365
    68657		 | 		55432
    78088		 | 		55497
    47838		 | 		55566
    72407		 | 		55632
    66799		 | 		55704
    17794		 | 		55771
    86449		 | 		55839
    42692		 | 		55904
    94107		 | 		55970
    2829		 | 		56036
    46762		 | 		56103
    75211		 | 		56168
    46826		 | 		56236
    81735		 | 		56304
    62732		 | 		56370
    78443		 | 		56440
    41244		 | 		56511
    86195		 | 		56614
    991		 | 		56708
    52293		 | 		56776
    24352		 | 		56845
    30792		 | 		56910
    27548		 | 		56977
    72230		 | 		57042
    57240		 | 		57110
    24734		 | 		57178
    69240		 | 		57247
    54079		 | 		57315
    95578		 | 		57381
    2581		 | 		57453
    35648		 | 		57520
    64235		 | 		57587
    80668		 | 		57653
    99837		 | 		57720
    36641		 | 		57784
    47467		 | 		57852
    33982		 | 		57917
    23089		 | 		57987
    6510		 | 		58055
    44441		 | 		58120
    42269		 | 		58187
    53272		 | 		58252
    19651		 | 		58320
    89095		 | 		58385
    51358		 | 		58453
    82382		 | 		58519
    83889		 | 		58585
    8954		 | 		58650
    68576		 | 		58717
    84880		 | 		58781
    61246		 | 		58846
    9279		 | 		58910
    15671		 | 		58976
    88794		 | 		59044
    81508		 | 		59115
    89262		 | 		59183
    13527		 | 		59248
    67099		 | 		59314
    43340		 | 		59378
    25457		 | 		59445
    69680		 | 		59510
    95339		 | 		59578
    89691		 | 		59642
    66699		 | 		59709
    11527		 | 		59774
    42683		 | 		59842
    30517		 | 		59906
    45509		 | 		59971
    82123		 | 		60036
    37027		 | 		60104
    89949		 | 		60169
    40743		 | 		60235
    6650		 | 		60306
    9599		 | 		60371
    46189		 | 		60439
    58007		 | 		60504
    91980		 | 		60571
    30078		 | 		60639
    83312		 | 		60706
    76907		 | 		60771
    14957		 | 		60837
    44558		 | 		60901
    2538		 | 		60968
    46979		 | 		61033
    49703		 | 		61101
    397		 | 		61168
