Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    1034		 | 		179520
    4463		 | 		179593
    8548		 | 		179676
    4839		 | 		179756
    4948		 | 		179833
    8389		 | 		179904
    8882		 | 		179976
    8627		 | 		180053
    8906		 | 		180122
    3354		 | 		180198
    83		 | 		180268
    7733		 | 		180345
    739		 | 		180419
    8342		 | 		180490
    3395		 | 		180574
    8527		 | 		180646
    9832		 | 		180720
    4961		 | 		180797
    660		 | 		180873
    5763		 | 		180948
    7922		 | 		181022
    5569		 | 		181096
    7096		 | 		181171
    1731		 | 		181247
    2390		 | 		181325
    7855		 | 		181400
    4502		 | 		181678
    1052		 | 		181851
    9693		 | 		181997
    1207		 | 		182080
    1885		 | 		182158
    7078		 | 		182252
    5669		 | 		182337
    6785		 | 		182423
    1917		 | 		182509
    6969		 | 		182601
    1525		 | 		182688
    7150		 | 		182768
    1947		 | 		182851
    430		 | 		182972
    503		 | 		183399
    8381		 | 		183711
    4515		 | 		183861
    1241		 | 		183967
    6723		 | 		184082
    7909		 | 		184190
    9768		 | 		184297
    2906		 | 		184398
    9221		 | 		184522
    6779		 | 		184627
    5021		 | 		184738
    7143		 | 		184852
    2347		 | 		184970
    2116		 | 		185078
    5225		 | 		185197
    4737		 | 		185319
    9971		 | 		185453
    9727		 | 		185572
    5788		 | 		185686
    6015		 | 		185818
    7285		 | 		185933
    4024		 | 		186058
    9445		 | 		186173
    9305		 | 		186281
    7160		 | 		186402
    7713		 | 		186520
    6273		 | 		186639
    8684		 | 		186806
    4862		 | 		186967
    4571		 | 		187064
    5466		 | 		187142
    1717		 | 		187259
    2952		 | 		187362
    9980		 | 		187482
    2957		 | 		187622
    6026		 | 		187733
    4240		 | 		187835
    9076		 | 		187952
    8931		 | 		188060
    3460		 | 		188163
    5854		 | 		188259
    303		 | 		188366
    6954		 | 		188474
    4553		 | 		188587
    2419		 | 		188700
    2179		 | 		188801
    9289		 | 		188900
    8741		 | 		189002
    8257		 | 		189121
    1428		 | 		189219
    1107		 | 		189308
    5541		 | 		189395
    1803		 | 		189484
    6903		 | 		189575
    4845		 | 		189668
    8963		 | 		189802
    4615		 | 		189930
    7470		 | 		190025
    3998		 | 		190126
    5829		 | 		190218
