Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    28028		 | 		45801
    43073		 | 		45882
    28340		 | 		45962
    86998		 | 		46009
    86471		 | 		46048
    76733		 | 		46087
    52432		 | 		46138
    40133		 | 		46187
    34893		 | 		46226
    72632		 | 		46263
    5351		 | 		46302
    72345		 | 		46366
    18554		 | 		46434
    75102		 | 		46476
    16211		 | 		46514
    54397		 | 		46551
    4902		 | 		46591
    51616		 | 		46630
    36341		 | 		46668
    13051		 | 		46706
    96054		 | 		46745
    62880		 | 		46783
    83747		 | 		46822
    11577		 | 		46869
    69637		 | 		46931
    13575		 | 		46995
    77234		 | 		47050
    90743		 | 		47094
    2653		 | 		47133
    33413		 | 		47171
    62418		 | 		47210
    47032		 | 		47249
    76486		 | 		47287
    90757		 | 		47331
    34029		 | 		47389
    62956		 | 		47449
    83841		 | 		47541
    2812		 | 		47606
    19440		 | 		47667
    35085		 | 		47727
    91796		 | 		47791
    24791		 | 		47859
    7430		 | 		47903
    10349		 | 		47941
    16244		 | 		47979
    23640		 | 		48017
    81097		 | 		48056
    21145		 | 		48094
    91607		 | 		48132
    17437		 | 		48169
    50548		 | 		48207
    4012		 | 		48245
    80316		 | 		48284
    50646		 | 		48325
    15589		 | 		49678
    66304		 | 		49722
    64220		 | 		49773
    9174		 | 		49815
    73398		 | 		49866
    83225		 | 		49917
    58938		 | 		49956
    35815		 | 		49995
    30256		 | 		50038
    35423		 | 		50077
    42923		 | 		50115
    80637		 | 		50153
    14730		 | 		50190
    26764		 | 		50228
    83448		 | 		50266
    50522		 | 		50303
    61848		 | 		50370
    75243		 | 		50435
    75312		 | 		50502
    85629		 | 		50575
    1943		 | 		50635
    7907		 | 		50715
    25620		 | 		50783
    83039		 | 		50835
    29051		 | 		50885
    17226		 | 		50935
    16827		 | 		50986
    95950		 | 		51061
    37590		 | 		51116
    97142		 | 		51166
    46596		 | 		51216
    69530		 | 		51279
    79797		 | 		51323
    10815		 | 		51390
    78703		 | 		51431
    53195		 | 		51469
    10391		 | 		51508
    37640		 | 		51547
    89009		 | 		51586
    40647		 | 		51627
    89415		 | 		51666
    48284		 | 		51704
    21283		 | 		51743
    20496		 | 		51781
    75047		 | 		51820
    21082		 | 		51857
    71017		 | 		51895
    36894		 | 		51933
    96325		 | 		51971
    62680		 | 		52009
    22523		 | 		52047
    14619		 | 		52085
    70586		 | 		52123
    64494		 | 		52161
    97658		 | 		52199
    15989		 | 		52243
    81720		 | 		52282
    14484		 | 		52320
    11938		 | 		52372
    19309		 | 		52418
    27978		 | 		52462
    58533		 | 		52503
    5190		 | 		52550
    7774		 | 		52603
    85700		 | 		52661
    83892		 | 		52736
    77320		 | 		52797
    96090		 | 		52883
    37883		 | 		52941
    82681		 | 		53011
    36736		 | 		53069
    43649		 | 		53116
    30964		 | 		53182
    74370		 | 		53251
    80497		 | 		53297
    6010		 | 		53351
    95452		 | 		53425
    51513		 | 		53486
    59255		 | 		53584
    8128		 | 		53635
    14193		 | 		53678
    98129		 | 		53718
    22746		 | 		53758
    1130		 | 		53818
    62623		 | 		53873
    20403		 | 		53933
    17118		 | 		53974
    60694		 | 		54046
    51239		 | 		54093
    45408		 | 		54146
    96354		 | 		54218
    79216		 | 		54273
    3940		 | 		54333
    1543		 | 		54422
    3341		 | 		54486
    89639		 | 		54560
    85434		 | 		54649
    80661		 | 		54724
    2081		 | 		54792
    39668		 | 		54852
    63341		 | 		54903
    55168		 | 		54969
    99669		 | 		55054
    94304		 | 		55112
    29538		 | 		55157
    80165		 | 		55214
    16665		 | 		55254
    24989		 | 		55293
    31677		 | 		55334
    75919		 | 		55389
    49468		 | 		55430
    62221		 | 		55472
    90400		 | 		55512
    72213		 | 		55551
    79703		 | 		55591
    53022		 | 		55632
    92616		 | 		55671
    13172		 | 		55710
    13715		 | 		55749
    60206		 | 		55787
    58579		 | 		55826
    10068		 | 		55879
    39421		 | 		55923
    62519		 | 		55961
    11610		 | 		56000
    59113		 | 		56052
    68509		 | 		56096
    13395		 | 		56136
    39773		 | 		56188
    70589		 | 		56233
    69414		 | 		56272
    3113		 | 		56311
    42109		 | 		56373
    69082		 | 		56446
    13768		 | 		56518
    71646		 | 		56586
    49246		 | 		56644
    30432		 | 		56695
    12986		 | 		56758
    97275		 | 		56806
    22703		 | 		56847
    62453		 | 		57033
    75847		 | 		57073
    13102		 | 		57119
    34665		 | 		57168
    71901		 | 		57214
    66123		 | 		57254
    43632		 | 		57298
    85073		 | 		57343
    96189		 | 		57414
    3837		 | 		57467
    43651		 | 		57528
    6256		 | 		57572
    59609		 | 		57615
    22521		 | 		57654
    34217		 | 		57692
    18722		 | 		57746
    91030		 | 		57805
    63963		 | 		57858
    74846		 | 		57930
    77970		 | 		57974
    33376		 | 		58014
    94311		 | 		58066
    20078		 | 		58119
    2458		 | 		58161
    8078		 | 		58201
    8075		 | 		58240
    68055		 | 		58278
    54862		 | 		58318
    21060		 | 		59714
    81681		 | 		59792
    77564		 | 		59877
    99864		 | 		59936
    73880		 | 		59988
    90665		 | 		60040
    34529		 | 		60106
    62132		 | 		60161
    73139		 | 		60206
    94512		 | 		60245
    47204		 | 		60284
    69327		 | 		60322
    14701		 | 		60379
    90855		 | 		60444
    91934		 | 		60506
    74309		 | 		60566
    13375		 | 		60620
    42502		 | 		60664
    9382		 | 		60742
    20756		 | 		60803
    6464		 | 		60853
    84228		 | 		60894
    15078		 | 		60940
    39839		 | 		60981
    78538		 | 		61020
    51507		 | 		61061
    58648		 | 		61098
    2967		 | 		61141
    59582		 | 		61192
    43055		 | 		61239
    57828		 | 		61280
    96993		 | 		61317
    41087		 | 		61387
    51743		 | 		61443
    96857		 | 		61494
    31318		 | 		61542
    42407		 | 		61595
    47737		 | 		61657
    93450		 | 		61710
    31897		 | 		61764
    42248		 | 		61809
    40653		 | 		61848
    17575		 | 		61886
    56948		 | 		61923
    47859		 | 		61961
    9508		 | 		62000
    47609		 | 		62052
    77586		 | 		62103
    52009		 | 		62142
    73342		 | 		62180
    14693		 | 		62217
    74824		 | 		62256
    57569		 | 		62313
    29770		 | 		62384
    14663		 | 		62453
    52458		 | 		62497
    97629		 | 		62535
    89662		 | 		62573
    71777		 | 		62616
    57210		 | 		62655
    32716		 | 		62695
    45956		 | 		62733
    70554		 | 		62772
    73803		 | 		62810
    97699		 | 		62880
    67410		 | 		62934
    21472		 | 		62984
    56457		 | 		63034
    15146		 | 		63083
